objectid,filename,title,format,youtubeid,vimeoid,lattitude,longitude ,date,subject,location,creator,description,source,identifier,type,rights,rightsstatement
1.05.04,,Kaswell Flooring Systems - Mesquite with 2-6-1 oil ,,,,,,,Architecture,,Kaswell Flooring Systems,"Mesquite with 2-6-1 oil finish-- 58 Pearl St., P.o Box 549, Farmingham, Massachusetts 01704-0549",Kaswell Flooring Systems,wood ,wood flooring ,,
1.05.05,,Cumaru Decking: Brazilian Teak,,,,,,,Landscape; Architecture,,Advantage Lumber,Profile: Standard - Size: 21mx6 -Êwww.AdvantageLumber.com/cumaru_decking.htm,https://www.advantagelumber.com/cumaru_decking.htm,wood ,Wood decking,,
1.05.06,,Handrail Sample,,,,,,,Architecture,,Cervantes/ Salgado,Cervantes/Salgado - Architectural Woodworking - Description: 695 Hawthorn Mall - Handrail Sample,www.cswoodword.com,wood,wood panneling,,
1.05.07,,Kentwood - Acacia Natural - Tongue and GrooveÊ,,,,,,,Architecture,,Kentwood,Kentwood - Acacia Natural - Engineered Hardwood - Kentwood originals - 4 3/4 x 9/16 x assorted lengths - 120mm x14mm x assorted lengths - SKU: 31338 Grade: Country,https://kentwoodfloors.com/us,wood veneer,Wood Flooring,,
1.05.08,,Reclaimed Barn Wood - Natural PatinaÊ,,,,,,,Architecture,,Architectural Systems Inc. ,"Architectural Systems, INC - Spec ID#: WPCLB023 - Color: Natural Patina - Thickness: 5/8"" - Width: RW 4' 1/2"" - 10' 1/2"" - Lenth: RL 4'-12"" - Species: Mixed Species - Finish: Unfinished",,,,,
1.05.09,,Reclaimed Barn Wood - Milled Silver,,,,,,,Architecture,,Architectural Systems Inc. ,"Architectural Systems, INC - Spec ID#: WPCLB027 - Color: Milled Silver - Thickness: 5/8"" - Width: RW 4' 1/2"" - 10' 1/2"" - Lenth: RL 4'-12"" - Species: Mixed Species - Finish: Prefinished",,,,,
1.05.10,,Reclaimed Barn Wood - Weathered Nickel,,,,,,,Architecture,,Architectural Systems Inc. ,"Architectural Systems, INC - Spec ID#: WPCLB025 - Color: Wreather Nickel - Thickness: 5/8"" - Width: RW 4' 1/2"" - 10' 1/2"" - Lenth: RL 4'-12"" - Species: Mixed Species - Finish: Prefinished",,,,,
1.05.11,,Reclaimmed Barn Wood - Rustic White ,,,,,,,Architecture,,Architectural Systems Inc. ,"Spec ID#: WPCLB024 -- Color: Rustic White -- Thichness: 5/8"" -- RW 4 1/2"" - 10 1/2"" -- Length: RL 4'-12' -- Species: Mixed Species -- Finish: Unfinished with color wash ",,wood,wood panneling,,
1.05.12,,WOODWORKS Ceilings -swatch,,,,,,,Architecture,,Armstrong,"Include: Bamboo - Patins**, Native (premium option) - Natural Variation - Beech, Maple*, Light Cherry, Dark Cherry** - Constants - Maple, Cherry, Walnut - Custom Veneers also avaliable *Perforated veneers included **Additional actual thickness samples included -Êarmstrong.com/woodworks",https://armstrong.com/,wood,wood panneling ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
01.05.18,,"Premier Architectural Products,, light laminate wood",,,,,,,Architecture,,Premier Architectural Products,"genuine wood,, laminated, extremely fine grain,, light stain,, ""stained to match Eastern Walnut-3104-VNR",,wood,wood panneling,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
01.05.23,,"Premier Architectural Products,, dark walnutÊ",,,,,,,,,Premier Architectural Products,"genuine wood, stained, dark walnut, fine grain, polished, Item # WD-1 Maple QTR solid. Color- stain to match 3103-VNR-MARIN",,wood,wood panneling,,
,,,,,,,,,,,,,,,,,
01.05.25,,"Deacoustics, walnut sample",,,,,,,Architecture,,Certainteed,"Quadrillo-deacoustics brand, walnut wood, grooved&grated sample,Ê",https://www.certainteed.com/products/ceiling-wall-systems-products/decoustics-quadrillo-wood-ceilings-and-walls,Wood,Wood ceiling; Wood flooring,,
01.05.26,,"GAR products, synthetic teak weathered grey",,,,,,,Architecture; Landscape; Product Design,,GAR Products,"GAR Products, synthetic teak weathered gray wood sample -- 170 Lehigh Ave, Lakewood NJ 08701, 732-364-2100",https://garproducts.com/,synthetic wood,Wood finish,,
01.05.27,,"Bison Innovative Products, FSC Ip Wood Tile Sample",,,,,,,Architecture; Landscape ,,Bison Innovative Products,"Bison Innovative Products (brand), FSC--Forest Stewardship Council Certified, unpolished, dark stain, fine grain",https://bisonip.com/,Wood,Wood tiles,,
,,,,,,,,,,,,,,,,,
01.05.29,,GAR products synthetic teak naturalÊ,,,,,,,Architecture; Landscape; Product Design,,GAR Products,"GAR Products, Synthetic Teak Natural color, immitation wood",https://garproducts.com/,synthetic wood,Wood finish,,
01.05.30,,"Bison Innovative Products, Mahogany Tile Sample",,,,,,,Architecture; Landscape ,,Bison Innovative Products,"Bison Innovative Products Mahogany Tile Sample, mid-weight grain, smooth surface",https://bisonip.com/,Wood ,Wood tiles,,
01.05.31,,"Bison Innovative Products, Ip tile sample",,,,,,,Architecture; Landscape ,,Bison Innovative Products,"Bison Innovative Products Ip tile sample, smooth surface, dark stair, mid-large grain",https://bisonip.com/,Wood ,Wood tiles,,
01.06.01,,Panashpere premium surfaces Arusha wenge,,,,,,,Architecture; Landscape ,,,"Panasphere brand, Arushna Wenge (16011), dark stain, large grain, imitation wood, available in 1/4"" or 3/4""",panaspheresurfaces.com,wood,wood panneling (imitation- plastic),,
01.06.02,,Landscape Forms Jarrah Wood,,,,,,,Architecture; Landscape Architecture,,Landscape Forms ,"Landscape Form Jarrah Wood, ""Interior Finish"", red stain, fine grain",www.landscapeforms.com,wood,interior panneling,,
01.06.03,,"Geolam brand wood polyproplene composite, Ebony color",,,,,,,Architecture; Landscape ,,Geolam,"Geolam brand sustainable wood polypropylene composite, Ebony Color",https://usa.geolam.com/,Wood-polypropylene composite (WPC),Cladding; Soffits; Decking; Architecture Elements,,
01.06.04,,"Geolam brand wood polyproplene composite, Rosewood color",,,,,,,Architecture; Landscape ,,Geolam,"Geolam brand wood sustainable polypropylene composite, rosewood color",https://usa.geolam.com/,Wood-polypropylene composite (WPC),Cladding; Soffits; Decking; Architecture Elements,,
01.06.05,,Advantagelumber.comÊIp decking,,,,,,,Architecture; Landscape ,,Advantage Lumber,"Advantagelumber.com, www.Ipedepot.comÊIp decking, Brazillian Walnut, mid grain, Profile: Standard, Size: 1x4",https://www.advantagelumber.com/cumaru_decking.htm,wood ,Wood decking,,
01.06.06,,Advantagelumber.comÊCumaru Decking (Brazillian Teak),,,,,,,Architecture; Landscape ,,Advantage Lumber,"Advantagelumber.com.cumaru_decking.htm, 877-232-3915ÊCumaru Decking (Brazillian Teak), mid grain, light stain, profile: standard, size: 21mx6, ",https://www.advantagelumber.com/cumaru_decking.htm,wood ,Wood decking,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
01.06.09,,Solo decoustics sound deadeningÊ,,,,,,,Architecture; Product Design,,Certainteed,"Solo decoustics brand sound deadening material, wood, beech, light colorÊ",https://www.certainteed.com/products/ceiling-wall-systems-products/decoustics-solo,Wood,Wood panels; Wood planks,,
01.06.10,,"ASI wood pannels, Bamboo pannel sample, vertical grain, light color",,,,,,,Architecture; Product Design,,ASI Architectural,"ASI wood pannels, Bamboo pannel sample, vertical grain natural, light color, fine grain",https://www.asiarchitectural.com/,Wood,Wood panels,,
01.06.11,,"ASI wood pannels, Bamboo pannel sample, horizontal grain, light tan",,,,,,,Architecture; Product Design,,ASI Architectural,"ASI wood pannels, Bamboo pannel sample, horizontal grain carbonized, light tan, fine grain",https://www.asiarchitectural.com/,Wood,Wood panels,,
01.06.12,,"ASI wood pannels, Bamboo pannel sample, horizontal grain, light color",,,,,,,Architecture; Product Design,,ASI Architectural,"ASI wood pannels, Bamboo pannel sample, Horizontal grain natural, fine grain, light color",https://www.asiarchitectural.com/,Wood,Wood panels,,
01.06.13,,"ASI wood pannels, Bamboo pannel sample, vertical grain, light tan",,,,,,,Architecture; Product Design,,ASI Architectural,"ASI wood pannels, Bamboo pannel sample, Vertical Grain, Carbonized, light tan, fine grain",https://www.asiarchitectural.com/,Wood,Wood panels,,
01.06.14,,Kirei Board sample,,,,,,,Architecture; landscape architecture; product design,,Kireiusa,"Kirei Board sample, sustainable, created from reclaimed agricultural fiber, light color, large grain, wood composite",www.kireiusa.com,wood,wood panneling,,
01.07.01,,"ColdSpring - Mountain Green, Thermal finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mountain Green, Thermal Finish, Quarry: Jay-NY",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.02,,"ColdSpring - Echo Lake, Thermal Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Echo Lake, Thermal Finish, Quarry: Orr-Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.03,,"ColdSpring - Mesabi Black, Textured finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mesabi Black, Textured Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.04,,"ColdSpring - Mesabi Black, Thermal Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Mesabi Black, Thermal Finish, Quarry: Ely, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.05,,"ColdSpring - Mesabi Black, Diamond 10 finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mesabi Black, Diamond 10 Finish, Quarry: Babbit, Minesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.06,,"ColdSpring - Mesabi Black, Antique finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Mesabi Black, Antique Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.07,,"ColdSpring - Mesabi Black, Pacific finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mesabi Black, Pacific Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.08,,"ColdSpring - Curava Recycled Glass surfaces, Artic",,,,,,,Architecture; Product Design,,Curava,"Curava Recycled Glass surfaces brand, Artic Finish",https://www.curava.com/,Recycled glass; Quartz,Countertop,,
01.07.09,,"ColdSpring - Kenoran Sage, Thermal finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Kenoran Sage, Thermal Finish, Quarry: Kenora, Ontario",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.10,,"ColdSpring - Mesabi Black, Diamond 8 finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Mesabi Black, Diamond 8 Finish, Quarry: Babbit, Minnesota ",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.11,,"ColdSpring - Carnelian, Thermal FinishÊ",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Carmelian, Thermal Finish, Quarry: Milbank, South Dakota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.12,,"Cold Spring - Mesabi Black,ÊPolished Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring, Mesabi Black, Polished Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.13,,"Cold Spring - Rockville White, Thermal Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Rockville White, Thermal Finish, Quarry: Rockville, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.14,,"Cold Spring - Sunset Red, Thermal Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Sunset Red, Thermal Finish, Quarry: Marble Falls, Texas",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.15,,"Cold Spring - Charcoal Black, Thermal Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Charcoal Black, Thermal Finish, Quarry: St.Cloud, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.16,,"ColdSpring - Mesabi Black, Diamond 200 finish, Diamond 200 Finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mesabi Black, Diamond 200 Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.17,,"ColdSpring - Mesabi Black, Diamond 100 finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mesabi Black, Diamond 100 Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.18,,"ColdSpring - Academy Black, Thermal finsih",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Academy Black, Thermal Finish, Quarry: Clovis, California",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.19,,"ColdSpring - Mesabi Black, Rub and Sand finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring Brand, Mesabi Black, Rub and Sand Finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.20,,"ColdSpring - Sierra White, Thermal finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Sierra White, Thermal Finish, Quarry: Raymond, California",https://coldspringusa.com/,Stone,Stone finishes,,
01.07.21,,"ColdSpring - Mesabi Black, Diamond 5 finish",,,,,,,Architecture; Product Design,,Coldspring,"Cold Spring brand, Mesabi Black, Diamond 5 finish, Quarry: Babbit, Minnesota",https://coldspringusa.com/,Stone,Stone finishes,,
1.08.01,,Pure Freeform - Custom Panels for the CuriousÊ,,,,,,,Architecture; Product Design,,Pure Freeform,"Metalic panels with wood finished - Intendend for interior or Exterior applications - Common application include exterior cladding/wall panels, soffits and - interior wall adn ceiling systems -Êwww.purefreeform.comÊ- Includes: Itacian Ash, Baltic Ash, Miele Maple, Weathered Oak, Sagg Shell, Silvered Wood, Roma Noce, Spooner Grain",www.purefreeform.com,Metal,Surface Finish,,
1.08.02,,Oberflex Inc. - Wood Swatch,,,,,,,Architecture; Landscape; Product Design,,Oberflex,"Includes: White Ash, White Birch, Red Birch, Cherry, Maple, Red Oak , White Oak, Teak, Walnut",https://www.ober-surfaces.com/en/oberflex.html,Wood veneer,Wood finishes,,
1.08.03,,Source - Standard wood finished SwatchÊ,,,,,,,"Architecture; Landscape Architecture, Product Design",,Source,"Includes: Weathered medium, walnut, dark walnut, cherry, mahogany, espresso, natural, warm cherry, weathered light, Sutton, MA 01590, 800-722-0474",sourceinternationaldesign.com,wood,wood finish,,
,,,,,,,,,,,,,,,,,
1.08.05,,Braewood Prefinished - swatch,,,,,,,Architecture; Product Design,,World Panel Products,"Includes: White Oak, Red Oak, Classic Mahogany, Maple, Ash, Cherry, Butternut, Platinum, Italo Pearl",https://www.worldpanel.com/braewood,Wood veneer,Wood finish,,
1.08.06,,Braewood Prefinished - swatch,,,,,,,Architecture; Product Design,,World Panel Products,"Includes: Antique Chery, Plank Teak, Old English Mahogany, Indian Rosewood, Regatta Birdseye, Carmine Birdseye, Golden Maple, Red Maple, Italian, Yew, Cherry Burl, Parchment, Almond, Hazelnut, Apricot, Adobe, Terracotta, Rouge, Spruce, Hearthstone",https://www.worldpanel.com/braewood,Wood veneer,Wood finish,,
